title,address,phone,lat,lng,icon,contentString,category 
Falling Waters State Park,"1130 State Park Rd Chipley, Fl 32428",,30.73087,-85.52882,,,statepark
Faver-Dykes State Park,"1000 Faver-Dykes Rd. St. Augustine, Fl 32181",,29.66914,-81.26672,,,statepark
Fernandina Plaza Historic State Park,"Estrada Street Fernandina Beach, Fl 32034",,30.68897,-81.45617,,,statepark
Gamble Rogers Memorial State Recreation Area at Flagler Beach,"3100 South A1A Flagler Beach, Fl 32136",,29.44157,-81.10967,,,statepark
Forest Capital Museum State Park,"204 Forest Park Dr Perry, Fl 32348",,30.07997,-83.56815,,,statepark
Ponce de Leon Springs State Park,"2860 Ponce De Leon Springs Rd Ponce De Leon, Fl 32455",,30.72288,-85.93033,,,statepark
Fort Cooper State Park,"3100  S Old Floral City Rd Inverness, Fl 34450",,28.81669,-82.30279,,,statepark
Stump Pass Beach State Park,"South End Of Manasota Key 900 Gulf Blvd. Englewood, Fl 34233",,26.90639,-82.34978,,,statepark
Indian River Lagoon Preserve State Park,"Old Florida Trail Melbourne Beach, Fl 32951",,27.93688,-80.49816,,,statepark
Judah P. Benjamin Confederate Memorial at Gamble Plantation Historic State Park,"3708 Patten Avenue Ellenton, Fl 34222",,27.5223,-82.52572,,,statepark
Jonathan Dickinson State Park,"16450 Se Federal Hwy Hobe Sound, Fl 33455",,26.99561,-80.14494,,,statepark
Devil's Millhopper Geological State Park,"4732 Millhopper Rd. Gainesville, Fl 32653",,29.70796,-82.39639,,,statepark
Highlands Hammock State Park,"5931 Hammock Rd Sebring, Fl 33872",,27.47191,-81.53934,,,statepark
Little Manatee River State Park,"215 Lightfoot Rd Wimauma, Fl 33598",,27.66311,-82.37375,,,statepark
Hontoon Island State Park,"2309 River Ridge Rd Deland, Fl 32720",,28.97418,-81.35708,,,statepark
River Rise Preserve State Park,"373 Southwest Us Hwy 27 High Springs, Fl 32643",,29.95638,-82.92561,,,statepark
Paynes Creek Historic State Park,"888 Lake Branch Rd Bowling Green, Fl 33834",,27.62339,-81.80906,,,statepark
Big Lagoon State Park,"12301 Gulf Beach Hwy Pensacola, Fl 32507",,30.31078,-87.41671,,,statepark
Avalon State Park,"5400 A1A Fort Pierce, Fl 34949",,26.20264,-80.09435,,,statepark
Allen David Broussard Catfish Creek Preserve State Park,"4335 Firetower Rd. Haines City, Fl 33844",,27.98404,-81.49691,,,statepark
Bald Point State Park,"146 Box Cut Rd Alligator Point, Fl 32346",,29.90876,-84.34321,,,statepark
Lovers Key State Park,"8700 Estero Blvd Ft Myers Beach, Fl 33931",,26.43695,-81.92165,,,statepark
Fort Pierce Inlet State Park,"905 Shorewinds Dr Ft Pierce, Fl 34949",,27.48536,-80.30348,,,statepark
Madison Blue Spring State Park,"8300 Ne State Rd. 6 Lee, Fl 32059",,30.47944,-83.24591,,,statepark
Wingate Creek State Park,"20007 Sr 64 Bradenton, Fl 34202",,27.477,-82.34721,,,statepark
South Fork State Park,"20007 Sr 64 Bradenton, Fl 34202",,27.477,-82.34721,,,statepark
Atlantic Ridge Preserve State Park,"8120 Se Paulson Ave Stuart, Fl 34997",,27.10309,-80.24136,,,statepark
Perdido Key State Park,"15301 Perdido Key Dr. Pensacola, Fl 32507",,30.29289,-87.46383,,,statepark
Paynes Prairie Preserve State Park,"100 Savannah Blvd Micanopy, Fl 32667",,29.51983,-82.29496,,,statepark
Gainesville-to-Hawthorne State Trail,"3400 Se 15 Street Gainesville,Fl 32641",,29.62085,-82.30647,,,statepark
Wekiwa Springs State Park,"1800 Wekiwa Cir Apopka, Fl 32712",,28.71127,-81.46227,,,statepark
John D. MacArthur Beach State Park,"10900 Jack Nichlaus Drive North Palm Beach, Fl 33408",,26.82641,-80.04343,,,statepark
Suwannee River Wilderness Trail,"4298 Nw County Road 292 Mayo, Fl 32066",,30.15297,-83.24481,,,statepark
Charlotte Harbor Preserve State Park,"12301 Burnt Store Rd. Punta Gorda, Fl 33955",,26.8513,-82.02213,,,statepark
Econfina River State Park,"4741 Econfina River Rd. Lamont, Fl 32336",,30.05999,-83.90644,,,statepark
Fort Clinch State Park,"2601 Atlantic Ave Fernandina Beach, Fl 32034",,30.66807,-81.43521,,,statepark
Lake Louisa State Park,"7305 Us Hwy 27 Clermont, Fl 34714",,28.45489,-81.72709,,,statepark
Suwannee River State Park,"3631 201St Path Live Oak, Fl 32060",,30.38068,-83.16608,,,statepark
Yulee Sugar Mill Ruins Historic State Park,"10465 W Yulee Dr. Homosassa, Fl 34448",,28.78483,-82.6075,,,statepark
Yellow Bluff Fort Historic State Park,"9400 New Berlin Rd. Jacksonville, Fl 32226",,30.40132,-81.56046,,,statepark
Washington Oaks Gardens State Park,"6400 N Oceanshore Blvd Palm Coast, Fl 32137",,29.63312,-81.20748,,,statepark
San Marcos de Apalache Historic State Park,"148 Old Fort Rd. St. Marks, Fl 32355",,30.15202,-84.21078,,,statepark
Dr. Julian G. Bruce St. George Island State Park,"1900 E Gulf Beach Dr St George Island, Fl 32328",,29.7494,-84.71024,,,statepark
Crystal River Preserve State Park,"3266 N Sailboat Avenue Crystal River, Fl 34428",,28.90944,-82.63595,,,statepark
Ichetucknee Trace,"12087 Sw Us Hwy 27 Ft White, Fl 32038",,29.95149,-82.77828,,,statepark
St. Marks River Preserve State Park,"11950 Tram Rd. Tallahassee, Fl 32311",,30.37277,-84.08259,,,statepark
Fred Gannon Rocky Bayou State Park,"4281 State Rd. 20 Niceville, Fl 32578",,30.49793,-86.43175,,,statepark
George Crady Bridge Fishing Pier State Park,"9549 1St Coast Hwy, Fernandina Beach, Fl 32034",,30.55716,-81.44995,,,statepark
Bill Baggs Cape Florida State Park,"1200 S Crandon Blvd Key Biscayne, Fl 33149",,25.67534,-80.16145,,,statepark
Madira Bickel Mound State Archaeological Site,"955 Bayshore Dr. Terra Ceia, Fl 34250",,27.56499,-82.59317,,,statepark
Tallahassee-St. Marks Historic Railroad State Trail,"1358 Old Woodville Rd. Crawfordville, Fl 32327",,30.24493,-84.23476,,,statepark
Alfred B. Maclay Gardens State Park,"3540 Thomasville Rd Tallahassee, Fl 32309",,30.51414,-84.24749,,,statepark
Anastasia State Park,"300 Anastasia Park Rd. St Augustine, Fl 32080",,29.87727,-81.28026,,,statepark
Big Shoals State Park,"11330 Southeast County Rd 135 White Springs, Fl 32096",,30.3453,-82.73516,,,statepark
Anclote Key Preserve State Park,"Anclote Key Tarpon Springs, Fl 34689",,28.19029,-82.75271,,,statepark
Addison Blockhouse Historic State Park,"2099 N Beach Street Ormond Beach, Fl 32174",,29.341021,-81.084793,,,statepark
Fort Zachary Taylor Historic State Park,"601 Howard England Way Key West, Fl 33040",,24.54684,-81.80824,,,statepark
Florida Keys Overseas Heritage Trail,"3 La Croix Court Key Largo, Fl 33037",,25.19447,-80.3526,,,statepark
Alafia River State Park,"14326 South County Rd 39 Lithia, Fl 33547",,27.784769,-82.14135,,,statepark
Florida Caverns State Park,"3345 Caverns Rd Marianna, Fl 32446",,30.80837,-85.21238,,,statepark
Ruth B. Kirby Gilchrist Blue Springs State Park,"7450 Ne 60Th St. High Springs, Fl 32643",,29.82949,-82.68394,,,statepark
Bahia Honda State Park,"36850 Overseas Hwy Big Pine Key, Fl 33043",,24.65947,-81.27507,,,statepark
Grayton Beach State Park,"357 Main Park Rd Santa Rosa Beach, Fl 32459",,30.3258,-86.15467,,,statepark
Sebastian Inlet State Park,"9700 S A1A Melbourne Bch, Fl 32951",,27.86319,-80.45152,,,statepark
Natural Bridge Battlefield Historic State Park,"7502 Natural Bridge Rd. Tallahassee, 32309",,30.28147,-84.15041,,,statepark
Three Rivers State Park,"7908 Three Rivers Park Rd Sneads, Fl 32460",,30.739,-84.93589,,,statepark
Estero Bay Preserve State Park,"3800 Corkscrew Road Estero, Fl 33928",,26.433,-81.81537,,,statepark
Marjorie Harris Carr Cross Florida Greenways State Recreation and Conservation Area,"8282 S.E. Highway 314 Ocala, Fl 34470",,29.18481,-82.01655,,,statepark
Honeymoon Island State Park,"#1 Causeway Blvd Dunedin, Fl 34698",,28.05965,-82.81215,,,statepark
Caladesi Island State Park,"Caladesi Island State Park Dunedin, Fl 34698",,28.06101,-82.8251,,,statepark
San Felasco Hammock Preserve State Park,"12720 Nw 109 Lane Alachua, Fl 32615",,29.7511,-82.47839,,,statepark
Skyway Fishing Pier State Park,"Skyway Fishing Pier State Park Interstate 275, St. Petersburg, Fl",,27.87867,-82.65894,,,statepark
Palatka-to-St. Augustine State Trail,"Palatka-To-St. Augustine State Trail State Rd. 207 Armstrong, Fl 32033",,29.87833,-81.32865,,,statepark
O'Leno State Park,"410 Se O'Leno Park Road High Springs, Fl 32643",,29.91524,-82.58105,,,statepark
Lake Talquin State Park,"14850 Jack Vause Landing Rd. Tallahassee, Fl 32310",,30.43656,-84.53648,,,statepark
Anderson's Landing (Managed by Manatee Springs State Park),"23103 Se 349 Hwy, Suwannee, Fl 32692",,29.95674,-82.92156,,,statepark
Marjorie Kinnan Rawlings Historic State Park,"18700 South Cr 325 Hawthorne, Fl 32640",,29.48146,-82.16147,,,statepark
Savannas Preserve State Park,"9551 Gumbo Limbo Ln Jensen Beach, Fl 34957",,27.29035,-80.25325,,,statepark
Topsail Hill Preserve State Park,"7525 W Scenic Hwy 30A Santa Rosa  Beach, Fl 32459",,30.36932,-86.27148,,,statepark
Waccasassa Bay Preserve State Park,"Waccasassa Bay Preserve State Park, Inglis, Fl",,30.36999,-86.27299,,,statepark
Amelia Island State Park,"9549 1St Coast Hwy, Fernandina Beach, Fl 32034",,30.55716,-81.44995,,,statepark
Little Talbot Island State Park,"12157 Heckscher Dr Jacksonville, Fl 32226",,30.46024,-81.42245,,,statepark
Big Talbot Island State Park,"15500 Bucaneer Trail, Jacksonville, Fl 32226",,29.4907,-81.54727,,,statepark
Delnor-Wiggins Pass State Park,"11135 Gulf Shore Dr Naples, Fl 34108",,26.27223,-81.82597,,,statepark
Egmont Key State Park,"Egmont Key State Park St. Petersburg, Fl 33715",,27.61348,-82.73836,,,statepark
Weeki Wachee Springs State Park,"6131 Commercial Way Spring Hill, Fl 34606",,28.4944,-82.59586,,,statepark
Rainbow Springs State Park,"19158 Sw 81St Place Rd Dunnellon, Fl 34432",,29.10339,-82.43913,,,statepark
Dagny Johnson Key Largo Hammock Botanical State Park,"County Rd. 905 & Mile Marker 106 Key Largo, Fl 33037",,25.17272,-80.37278,,,statepark
John Pennekamp Coral Reef State Park,"Key Largo, Fl 33037 Po Box 487",,25.14436,-80.39684,,,statepark
Blackwater Heritage State Trail,"5533 Alabama Street Milton, Fl 32564",,30.63584,-87.0397,,,statepark
Silver Springs State Park,"1425 Ne 58Th Ave Ocala, Fl 34470",,29.20105,-82.05031,,,statepark
Price's Scrub State Park,"17930 Nw Hwy 320, Micanopy, Fl 32667",,29.45775,-82.31883,,,statepark
St. Andrews State Park,"4607 State Park Lane Panama City, Fl 32408",,30.21505,-85.59139,,,statepark
Cayo Costa State Park,"Cayo Costa State Park Captiva, Fl 33924",,26.686,-82.24582,,,statepark
